Common_Name	1	2	3	4	5	6	7	8	9
Central_Stoneroller	0.138733912103794	2.36546961937781e-05	1.21210878653664e-05	6.91317225319474e-06	0.718540172864998	3.15285004757818e-05	0.0414523875025194	0.100028869484409	0.00117044092967811
Common_Shiner	0.118807473100626	0.0141308725329776	0.0275237316082275	0.0345957876425246	0.0103204833910426	0.711054511268867	0.0251723206501893	0.0509144897170629	0.0074803301589217
Creek_Chub	0.771385016260053	0.00794015754863337	0.0084380857590065	0.00365498038253916	0.00594684037801576	0.0817723598808022	0.0277326437112264	0.0717205803177986	0.0214093359432494
Hornyhead_Chub	0.0695673515484579	0.000594835920273127	0.0301052831402661	0.0273261687192604	9.58504214900642e-05	0.0716195503249746	0.00859096402124226	0.0754451597500256	0.716654836287374
Longnose_Dace	0.11736098559148	0.000724834321788309	6.06597980398598e-05	0.000162068857644619	0.0103739241437009	0.159934121941921	0.0151816346980594	0.695878487095044	0.000323283736234146
River_Chub	0.0797376800906607	0.000177138165167187	0.00812396267451259	0.000572300257957616	5.19376179931475e-05	0.0184455442896105	0.772422267915151	0.102577558623529	0.0178916105429347
Rosyface_Shiner	0.019625676538705	0.000490506547274544	1.73670141025791e-05	0.96347650605557	0.00122328160480195	0.00103323843129939	9.28104594127292e-06	0.013675519158563	0.000448623867589102
Striped_Shiner	0.109058676792081	5.8429898963947e-05	0.470549505953987	0.000266090014942364	1.22150515664792e-05	0.307341439591497	0.00719784520821667	0.0934364549914799	0.0120793425336759
Western_Blacknose_Dace	0.116011285813714	0.0110966514458454	0.0039241371292449	0.00589646971043758	0.00355279673481843	0.0647363618266269	0.0124793506568389	0.770713217979784	0.0115897288305032
