Common_Name	1	2	3	4	5	6	7	8	9	10	11
Central_Stoneroller	0.71854719019525	4.66449395183031e-06	0.138740160340661	0.00117954024897849	1.20497475742935e-05	0.0414528571712995	3.00913660655436e-05	8.55578372551608e-06	1.56088051008526e-05	1.0873775405413e-05	0.0999984082725284
Common_Shiner	0.0103054592331119	0.0345437378328143	0.116770770306364	0.00741580185659559	0.0112128906842743	0.0250439228977756	0.711842948943063	0.000363421126811825	0.0141022920790659	0.0275836306454597	0.0408151244742091
Creek_Chub	0.0059188122569006	0.00364482049770332	0.769654275137425	0.0213391667531313	0.00615863319447249	0.0276967963610026	0.0810262212191079	0.00016519273061716	0.00794099659837701	0.00841080620381227	0.0680442792556114
Hornyhead_Chub	9.521455252892e-05	0.0273278076444198	0.0675267396838499	0.716728756135797	2.74083076141404e-05	0.0083759472013608	0.0713881219876599	2.6955776392917e-05	0.000547320842744224	0.0299830622567848	0.0779726658676086
Longnose_Dace	0.0108651293210609	6.4362832440537e-05	0.164694491009197	0.000257391242280983	0.557031077636535	0.0183257504959124	0.178971529877251	0.000327241984836195	0.000930091826374235	3.52018421049995e-05	0.0684977319865878
River_Chub	9.77931496596297e-06	0.000570132137967075	0.0787284764171892	0.0178533715067105	0.000297357928994795	0.771722202843754	0.0182040759146953	0.000376508490189001	0.000186078058015442	0.00813310995612496	0.103918907616705
Rosyface_Shiner	0.00122133933241598	0.963161664904333	0.0190770292188192	0.000455261862222405	1.1900643637153e-05	7.83979983027824e-06	0.00122876911496032	1.09044498841171e-05	0.00058551437277398	1.31162668179998e-05	0.0142266602113038
Striped_Shiner	1.13286785370326e-05	0.000270178429902582	0.108683206034521	0.0121528149012351	1.36562262290815e-05	0.00711457216803261	0.30571480200795	4.2270461355775e-05	4.75413425199972e-05	0.471103630801525	0.0948459989503839
Western_Blacknose_Dace	0.00348985450517386	0.00580986063004089	0.107351843451628	0.011444342452442	0.0187312021878899	0.0123297339067448	0.0618924728451855	0.000207837277632863	0.0113089934255137	0.0038889899647115	0.763544869534671
