Common_Name	1	2	3	4	5	6	7	8
Central_Stoneroller	3.16401411824841e-05	0.0414868832203007	0.718477472867703	0.138792464203987	0.00117513444359516	2.07240610753586e-05	6.40830038227428e-06	0.100009273206299
Common_Shiner	0.732323683180692	0.025142605980034	0.0103547152298819	0.125512531807863	0.00753389460712306	0.0142208846434822	0.0345735386688609	0.0503381461406406
Creek_Chub	0.0869085548368782	0.0277539782283396	0.00595241103500363	0.775137570701066	0.021170510401763	0.00791822585706032	0.00365770027453179	0.0715010489002032
Hornyhead_Chub	0.10707102504813	0.00855115943466563	9.6386594811892e-05	0.0686157582258278	0.716294369602508	0.000661205134574954	0.0272951375722993	0.0714149585980851
Longnose_Dace	0.155257764496917	0.015145834136593	0.0103066371979299	0.120705701291559	0.000312744616766519	0.000700804574803405	0.000146274018482977	0.697424239945109
River_Chub	0.0270778227596485	0.771534238877593	3.90087115209976e-05	0.080221876089304	0.0178761770846229	0.000164756586902552	0.000576189782192484	0.102509930346615
Rosyface_Shiner	0.00116970255537444	8.84445700143621e-06	0.00121245080006824	0.0194850046928435	0.000416557447156411	0.000534968081567551	0.963422343413035	0.0137501287580343
Striped_Shiner	0.808443602125126	0.00715146125256793	1.81824402926712e-05	0.0888099716323865	0.00970100876699922	6.5946847971834e-05	0.000580737636263126	0.0852290895953146
Western_Blacknose_Dace	0.067291848246227	0.012468029435703	0.00354452098325492	0.116521450532669	0.0116006879263756	0.0110347475153221	0.00586833428528462	0.771670381299849
