Common_Name	1	2	3
Central_Stoneroller	0.0434000253086901	0.365183197500107	0.59141677720163
Common_Shiner	0.0252633499401364	0.959535839289802	0.0152008112494571
Creek_Chub	0.0289487461556686	0.947677146924937	0.0233741073549128
Hornyhead_Chub	0.00899357405861095	0.295269719730786	0.695736706596315
Longnose_Dace	0.0151285675269038	0.972995873971989	0.0118755590636065
River_Chub	0.776958372648414	0.208347418263406	0.0146942092355093
Rosyface_Shiner	6.9731845843671e-06	0.998504039662726	0.0014889875796339
Striped_Shiner	0.00795161902228944	0.984904561091352	0.00714382028192873
Western_Blacknose_Dace	0.0126744221741401	0.975432508898487	0.0118930693319865
