Common_Name	1	2	3	4	5	6	7	8	9	10	11	12	13
Central_Stoneroller	4.91578465252165e-06	0.0414231247162065	2.42525097870987e-05	1.3690163164305e-05	0.0143050062947678	9.26627939767767e-06	1.28629424240065e-05	0.100010923184963	0.124389411412843	9.09167132480576e-06	1.24833082701861e-05	0.7186435814465	0.0011413905514896
Common_Shiner	0.034549337652778	0.0250616477640415	0.704124489182966	0.0112345144838461	0.0114829700416239	0.000306033051161176	0.0141668511107049	0.0407733568975534	0.1051874434508	0.0275616130557763	0.00784691113091351	0.0103108909131155	0.00739394132464243
Creek_Chub	0.0036398522295081	0.0276931832770171	0.078965581258437	0.00615439947402449	0.0737670342608947	0.000112917167600339	0.00797383194163192	0.068000028398936	0.695848150016049	0.00838252651381314	0.00218214182976224	0.00592461391178199	0.0213557398656014
Hornyhead_Chub	0.0273226451197374	0.00834080350438569	0.0712598204416443	2.21815071740108e-05	0.0192228286841443	2.70977580492988e-05	0.000593315103818791	0.0777053440606835	0.0481941527111757	0.030276686752305	0.000151612782753981	9.35423876328377e-05	0.716789969380034
Longnose_Dace	4.89354510276704e-05	0.0183203377711439	0.178658620716376	0.55763069072998	0.0183396108890245	0.000227373660996756	0.000883472890272997	0.0684378460360408	0.145885769629414	3.3256355757218e-05	0.000396501529127014	0.0108982416198072	0.000239342777861868
River_Chub	0.0005730372546131	0.771866627302343	0.0172479800525019	0.000300441293186792	0.00135324625399274	0.000221402795413999	0.000113089944195129	0.103585657817112	0.0774613568384694	0.00814811551575871	0.00127498563798725	8.38259518476624e-06	0.0178456768242148
Rosyface_Shiner	0.963230669736278	7.00755939465192e-06	0.000797975946115747	1.25044640976919e-05	0.000369201915767015	1.21271747917983e-05	0.000507676296414284	0.0141714326654077	0.019135812729714	1.52439848776764e-05	0.000102168881727585	0.0012174171930638	0.000420761765247854
Striped_Shiner	0.0002629816845881	0.00713754344313718	0.303899494681913	1.33532978667569e-05	0.000109731099834724	2.92133403311043e-05	6.5612726265264e-05	0.094508660785744	0.108268452531795	0.472760238143874	0.000845809736948061	8.62824820047567e-06	0.0120902802803031
Western_Blacknose_Dace	0.00580508516410299	0.0123256611281956	0.0612067517079697	0.0187267008794803	0.0216685676903299	0.000132990516345705	0.0112248833199395	0.762973281354838	0.0863703819142707	0.00385092889059942	0.000771118679792969	0.00350366107892643	0.0114399878411148
