Common_Name	1	2	3	4	5	6	7
Central_Stoneroller	0.139038123224065	0.0999542645051664	0.718236968427244	6.86105696818075e-06	0.0415140510723904	3.37854826676316e-05	0.00121594658866746
Common_Shiner	0.135446796540662	0.0509281533404428	0.0104009452422949	0.0366252344502216	0.0253179951740662	0.733731909958171	0.00754896558984847
Creek_Chub	0.78020602269695	0.0717156422453447	0.00596731695193654	0.00483761701152416	0.0278710215627329	0.0882346313161676	0.0211677484485341
Hornyhead_Chub	0.0689131453791852	0.0714536796728067	9.64603374246159e-05	0.0273306565748572	0.00858619847409621	0.107370947932758	0.716248911828704
Longnose_Dace	0.121810203868604	0.696769936567306	0.0103871262487787	0.000224686542474768	0.0151747169683395	0.155309912948794	0.000323417135717608
River_Chub	0.0804513501633381	0.10250061291625	5.92801065049892e-05	0.000583541836770861	0.771404829597308	0.0271311345271358	0.0178692510886661
Rosyface_Shiner	0.020045372941033	0.0138205137322402	0.00119930001071995	0.963447555986105	1.13095009752131e-05	0.00105704179880426	0.000418906431011942
Striped_Shiner	0.0894109157417217	0.0851832638237488	1.75091986407116e-05	0.000590300649571143	0.00713413181990401	0.807856359817915	0.00980751920833881
Western_Blacknose_Dace	0.122811577284404	0.77289276496052	0.00353505092084048	0.00744863277711208	0.012655957103672	0.0690473882571244	0.0116086288709664
