Mandeville_ID	Common_Name	1	2	3	4	5	6	7	8	9	10	11	12	13	14
AMP22_0106	Western_Blacknose_Dace	7.937657735288e-05	0.837524378081163	0.0134774434534678	7.71799588023635e-06	0.0181707748499149	0.0985910916779131	1.43031823184469e-05	6.85445217691948e-06	0.000980231927667151	4.27513471248874e-05	3.99108690850221e-05	0.0102562840880316	4.26370914258837e-05	0.0207662440844239
AMP22_0107	Western_Blacknose_Dace	1.27872583420503e-05	0.702381260350347	0.131626396330694	0.00587691502106565	0.000293172770582213	0.140443034828998	1.42824052342682e-05	1.07413689603993e-05	0.000241647423474747	3.24929426788153e-05	3.17984669598523e-05	0.00622155622874163	5.74340442269838e-05	0.0127564806761824
AMP22_0108	Western_Blacknose_Dace	7.44997305569481e-05	0.769460565388203	0.0637307935468853	0.0148339754944512	3.58201947733474e-05	0.145565173279284	0.00593145300665249	9.30509177008018e-06	0.000168103878522882	3.82342686818406e-05	3.18700070929388e-05	2.12184415669573e-05	7.36652921734492e-05	2.53220113879124e-05
AMP22_0110	Western_Blacknose_Dace	1.96632569527961e-05	0.466416163057089	0.00423106694731784	6.1073902001517e-06	5.66684755589393e-05	0.0374118041922496	4.29802521434979e-06	5.40309152702897e-06	0.491773312732577	1.29564142438588e-05	1.3204428785376e-05	9.48011773540568e-06	3.0627746442148e-05	9.24419034998982e-06
AMP22_0114	Western_Blacknose_Dace	1.22938477237838e-05	0.904651686112086	3.32848641238568e-06	1.41101179096912e-05	7.63947670478151e-05	0.092141950051826	0.00284391594585872	1.42631387465879e-05	0.000121510848370102	1.23288668253795e-05	1.15379745729101e-05	8.71327793261359e-06	7.38153882875376e-05	1.41521345653046e-05
AMP22_0116	Western_Blacknose_Dace	2.91223178002722e-05	0.881985366175572	0.00417966896568153	5.87639177384896e-06	0.000115236631830733	0.113473051835323	5.26975524933191e-06	6.87920737678274e-06	8.99203977010829e-05	2.12525646335824e-05	2.08089244883694e-05	1.90664056944806e-05	2.7569087504981e-05	2.09116353191891e-05
AMP22_0117	Western_Blacknose_Dace	1.0449539781468e-05	0.926795329540968	4.00238314215354e-06	9.22888202517822e-06	2.74426493296693e-05	0.0728921997134354	3.42144448486712e-06	8.73570268634349e-05	9.41043791960273e-05	1.23813401478902e-05	1.85362759093814e-05	9.17173422243807e-06	2.48180243043295e-05	1.15573914146886e-05
AMP22_0118	Western_Blacknose_Dace	3.65154757474926e-05	0.902522546986739	0.000389398916956947	8.21427153461225e-06	2.79970770069837e-05	0.0968772927283672	3.59294235279888e-06	7.90253842371705e-06	4.0907392798154e-05	1.46314753930167e-05	2.44706046933028e-05	1.54236870959202e-05	1.57251196134554e-05	1.53805304250911e-05
AMP22_0122	Creek_Chub	1.08314591884326e-05	3.31815812944344e-05	2.84393765883078e-06	5.45028585763857e-06	2.8468593739075e-05	2.17535666984491e-05	4.67993994901848e-06	5.28608972724435e-06	0.999845908443133	5.87811510616363e-06	3.95541804711995e-06	5.47576325526392e-06	1.86670440221042e-05	7.62030812203849e-06
AMP22_0123	Creek_Chub	0.000126510941980302	0.00503333716549923	9.19893391983257e-05	6.93927490585797e-06	3.04565680126613e-05	0.000410555934537467	6.06939156503405e-06	8.91725201130221e-06	0.994001247088114	7.98638627079603e-05	8.09660996437503e-05	7.96682483829357e-05	1.45128524392686e-05	2.89660785783142e-05
