Common_Name	1	2	3	4	5
Central_Stoneroller	1.24666073823531e-05	0.971445694315433	0.00205711228277155	3.61754111336403e-05	0.0264485516344632
Common_Shiner	0.750440417048669	0.180128000912624	0.00764997587983881	0.0364834719140359	0.0252981345946284
Creek_Chub	0.10593374530492	0.839236606811436	0.0213576323591475	0.00484524137139147	0.0286267744810215
Hornyhead_Chub	0.108303923253992	0.137345174050403	0.718472923399517	0.0273304555419787	0.00854752404638146
Longnose_Dace	0.159169155320648	0.82564790755836	0.000346976855703404	0.000239878094647239	0.0145960826579572
River_Chub	0.0283260654378696	0.179827394889238	0.0181677557377771	0.000592012343500491	0.773086771796127
Rosyface_Shiner	0.00259023290870397	0.0327549878277655	0.000445988861136853	0.964197947455387	1.084331660385e-05
Striped_Shiner	0.819650267825358	0.162583463063198	0.00958266131887201	0.00058157624716261	0.00760203194211131
Western_Blacknose_Dace	0.0686980286162065	0.900244764667565	0.0114457849123515	0.0072973646310301	0.0123140574707575
