Common_Name	1	2	3	4
Central_Stoneroller	0.959016342107455	0.0409295366539305	3.59911260547109e-05	1.81300388476798e-05
Common_Shiner	0.180225135594576	0.0321133907223707	0.0364449695903681	0.751216504420883
Creek_Chub	0.840778093643955	0.0485150247773661	0.0048188381449203	0.105888043771423
Hornyhead_Chub	0.151929589024676	0.707256621299552	0.0274757106400871	0.113338079202539
Longnose_Dace	0.826120359270874	0.0146788409641677	0.000265282651821585	0.158935517510827
River_Chub	0.178436298410082	0.792209924541353	0.000565674354333844	0.0287881031016071
Rosyface_Shiner	0.0328621480626417	5.48282584941736e-05	0.96448111777329	0.00260190633375372
Striped_Shiner	0.163180813619742	0.0159715631633167	0.00056435942274198	0.820283264134217
Western_Blacknose_Dace	0.901256782446002	0.0226327005954794	0.00737371595675189	0.0687368013025995
