Mandeville_ID	Common_Name	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
AMP22_0058	Creek_Chub	1.1675387393871e-05	2.59399379866808e-05	3.88734606050431e-06	0.0114344195979883	0.00328958631578037	3.27492710665532e-06	0.985137439032396	1.02000656337855e-05	6.65647890026286e-06	2.282279618614e-05	8.47803453431451e-06	8.08920913056667e-06	8.60621185719598e-06	7.14398171063052e-06	2.17809667238533e-05
AMP22_0061	Creek_Chub	1.29672145085244e-05	3.38199042709494e-05	4.6169006139671e-06	3.81438734911379e-05	5.485869547334e-05	4.59880781858485e-06	0.999728726158539	8.84163586922459e-06	9.84335743942635e-06	1.98875955264083e-05	1.04448918308816e-05	8.32790911099493e-06	1.00621004614848e-05	1.48200445564464e-05	4.00410785112732e-05
AMP22_0062	Western_Blacknose_Dace	0.000424177757017069	0.329862660067777	6.80107383181646e-06	0.180254839755595	2.72388677861923e-05	4.48761448360557e-06	0.000291135439761367	1.39251919285954e-05	2.32164020053918e-05	0.489001119930297	1.80814847182264e-05	2.0168167281465e-05	9.8517219264626e-06	1.55099624710177e-05	2.67864649964009e-05
AMP22_0067	Creek_Chub	5.05488246651001e-05	5.23379752451782e-05	0.0244588459713074	0.000240866744858176	1.75170011602006e-05	9.31395706424641e-06	0.974637322048346	2.36238604362105e-05	2.20730883861533e-05	9.63758386776864e-05	2.26068399116488e-05	2.37841835039007e-05	1.8462226903886e-05	2.84020439327369e-05	0.000297919282290912
AMP22_0071	Creek_Chub	6.65698207751429e-05	0.393131702060501	4.47825366315215e-06	0.105160429297015	2.79127514756591e-05	0.000239094452398063	0.000169114938162247	3.28934553216824e-05	4.59243707443773e-05	0.50093560500443	4.96146856874722e-05	5.24377454481061e-05	1.99582543010698e-05	7.04198553744291e-06	5.72224887161807e-05
AMP22_0072	Creek_Chub	2.34083398637837e-05	0.00192744917040512	3.0513980040067e-05	3.30436227794663e-05	0.00592208729516521	9.90654245030672e-06	0.950944501131773	0.000110151363775054	0.000130970172423319	0.00147340817476787	7.94434564309591e-05	0.000181071823783786	8.22018257504609e-06	0.0391084019544845	1.74228837320522e-05
AMP22_0075	Creek_Chub	1.38032310570118e-05	0.000285949900222699	1.60484504796685e-05	0.000188670667997407	6.91659491356135e-06	0.000302634593111787	0.994631999224424	0.0012449067681817	0.000853561732558873	0.000305128704645647	0.00129659193066088	0.000639278491122368	1.7990669082469e-05	1.54951468712494e-05	0.000181023923042903
AMP22_0082	Common_Shiner	0.000140560954388077	0.000209276307652618	0.0171595960192693	0.976682986915112	0.000413396037462611	6.71565029102193e-06	0.00291267517229263	0.000413848349138448	0.000568597278155429	0.000176811550011076	0.000666907222309749	0.00053833193833807	3.91900737460572e-05	8.08099161348331e-06	6.30257030758881e-05
AMP22_0084	Creek_Chub	0.00117883301922724	0.00156834800877455	3.45116370032912e-06	0.0521851650830358	7.57114251586153e-06	2.40122173402569e-06	0.943275968710582	3.39353170276855e-05	4.47051735653914e-05	0.0012754504309384	5.41745553675663e-05	3.89102072625547e-05	1.12509378561243e-05	4.07201356755403e-06	0.000315763184696386
AMP22_0085	Creek_Chub	0.0249773413896514	6.74032458295365e-05	0.0698535311824332	0.688688990801573	0.00455526847091234	0.0597788857432703	0.138995702037898	0.00292205191250606	0.00354816408118795	5.58598316602276e-05	0.00306049728328213	0.00284632097649139	5.96750562227638e-05	0.000307137340607293	0.000283170907210185
AMP22_0086	Hornyhead_Chub	0.396132789840301	0.376326414305396	6.49556548359143e-05	0.000233200195483281	0.0469268395417991	2.47016189467294e-05	0.00271337394869641	5.8958002667697e-05	0.000117529544788728	0.168075443367286	4.39820491276138e-05	7.08132633627831e-05	4.37969611097004e-05	6.52163243404755e-05	0.00910198549380089
AMP22_0088	Creek_Chub	1.06687896182194e-05	2.17552442676544e-05	2.22654139149168e-05	1.96688978923684e-05	0.000105710672538356	2.18906878344241e-06	0.99964939725399	2.91859022584394e-05	2.73310841103905e-05	2.26201304381841e-05	3.00059932052403e-05	2.58463760668923e-05	7.40316171683646e-06	5.86976717911074e-06	2.00825601277004e-05
AMP22_0093	Western_Blacknose_Dace	0.00534669771684761	0.15884787161922	3.74211512955431e-06	3.39677211764549e-05	0.000261946538149006	3.9155396807291e-05	0.744056332568328	5.06717281054199e-05	3.46997490507001e-05	0.0911409890779976	5.69139920868371e-05	4.19521586165302e-05	9.40458854318842e-06	5.55640268524063e-06	7.00984476117647e-05
AMP22_0094	Western_Blacknose_Dace	8.94284264373469e-05	0.570288833902528	1.2117764945649e-05	3.50476283683261e-05	1.15225667144615e-05	8.12369120235663e-06	0.000206146468129215	1.50351308060406e-05	1.28297030378629e-05	0.429197367084523	1.22551556038397e-05	1.14411007200039e-05	1.71572557546603e-05	1.40062042109516e-05	6.86880981835092e-05
AMP22_0095	Western_Blacknose_Dace	0.000138402779942662	0.447847815100322	1.73084055787511e-05	0.00707963107292442	5.01931706305541e-05	0.194802636392415	0.000132804768844004	0.000300441860923749	0.000251097432058254	0.292873547096285	0.000254823647787193	0.000288907209003977	2.66921093852385e-05	0.0557426042892039	0.000193094754391394
AMP22_0096	Western_Blacknose_Dace	2.88252208716861e-05	0.603769852792844	3.75031607651632e-06	0.00982797179353312	7.36968839112361e-06	2.92492493548641e-06	8.32836878791901e-05	1.2299643142444e-05	8.35999920603086e-06	0.382883340492845	9.05503104454159e-06	1.23926790281962e-05	1.49649180726501e-05	0.00331513217990869	2.04763213925959e-05
AMP22_0099	Western_Blacknose_Dace	1.68741591574985e-05	0.627519513060494	1.15154771496524e-05	5.35001581901881e-05	1.93102708541587e-05	5.03053297442063e-06	0.000111895924332362	1.72088527635228e-05	1.56425486790116e-05	0.36762714893464	2.16121692783304e-05	2.67863405888562e-05	1.60289429538047e-05	0.00444171601558544	9.62167888957562e-05
AMP22_0101	Western_Blacknose_Dace	1.05360254766637e-05	0.624300838461146	3.69728683972948e-06	4.0028035743962e-05	8.31490125926011e-06	8.80267101462388e-06	0.02285391464653	7.67864248684448e-06	8.12456996240616e-06	0.35270233791143	1.01165942004937e-05	7.69257363570762e-06	9.6251033477366e-06	4.28664178713566e-06	2.40060506418154e-05
AMP22_0102	Western_Blacknose_Dace	0.000220940424776656	0.574105020287757	5.34477818156907e-06	0.0554161728452891	8.2026040192261e-06	1.18093677492175e-05	0.000169008495465611	2.42594899794311e-05	2.59385301771675e-05	0.369914507646114	2.39584432747999e-05	1.92924302396954e-05	1.69659226607578e-05	9.79256756483633e-06	2.87864790729602e-05
AMP22_0105	Western_Blacknose_Dace	1.38850560300998e-05	0.638937869542434	1.66915863440394e-05	5.49906018978268e-05	8.47875869088714e-06	8.69244847825843e-06	0.000904592305485728	2.75191862504498e-05	2.88075546266225e-05	0.359909887587341	2.44937072870593e-05	2.23136747492716e-05	1.22379017112937e-05	8.30199898634356e-06	2.12381589841768e-05
AMP22_0106	Western_Blacknose_Dace	0.0311040372736752	0.576709742267926	1.25611978819829e-05	0.0164826666926713	6.85023860354117e-06	0.0134869244798707	0.000434329054930215	3.47510457324321e-05	4.59125620678964e-05	0.361511003831402	4.03909478933034e-05	3.46324743180074e-05	4.92416877955501e-05	5.28088237464411e-06	4.16753814813513e-05
AMP22_0107	Western_Blacknose_Dace	0.0187847743265641	0.489226113108297	1.49140353825849e-05	0.000269689636914014	1.16281322183803e-05	0.1320826984408	0.000143510973176362	2.76547871377022e-05	4.09674555895016e-05	0.353456964068115	3.0350239724422e-05	3.57086552754619e-05	1.12861078891895e-05	0.00583796243342416	2.57776692269363e-05
AMP22_0108	Western_Blacknose_Dace	1.42316366200835e-05	0.537789471981426	0.00588171090834658	4.77008363973801e-05	9.04647321898723e-06	0.0635760390913735	0.000109342041131794	2.80123466317116e-05	2.75624634636018e-05	0.377443221885711	2.50078028568248e-05	3.10058512766257e-05	3.80732078790502e-05	0.014914129523638	6.54438572050812e-05
AMP22_0110	Western_Blacknose_Dace	8.0097747555204e-06	0.313110201788232	3.78551444466337e-06	4.37898443197738e-05	4.83760354060208e-06	0.00419537676310089	0.495618158529202	1.12591872112999e-05	1.37339688171473e-05	0.186921142318053	1.25670912195345e-05	1.15544717804414e-05	1.95425160771919e-05	4.21316353285011e-06	2.18274655788595e-05
AMP22_0114	Western_Blacknose_Dace	9.60674380175686e-06	0.618862179643164	0.00283805254674453	4.93090880295569e-05	1.14600002777407e-05	2.69278802662102e-06	0.000135375464039003	1.17793808408566e-05	1.05140471103148e-05	0.377970666401709	9.27620630896788e-06	1.27902021304363e-05	7.34004459309257e-06	1.3775086425942e-05	5.51823940315469e-05
AMP22_0116	Western_Blacknose_Dace	1.45264234999131e-05	0.605566445247581	6.2874963314005e-06	7.78599197435611e-05	6.21526418826367e-06	0.00419574956817087	9.65624130203345e-05	2.54536586546392e-05	1.34209488564431e-05	0.389906068172306	1.60244485721243e-05	1.26264717345015e-05	2.01367847599812e-05	5.79588271676474e-06	3.68274501805275e-05
AMP22_0117	Western_Blacknose_Dace	1.06894979178963e-05	0.626743774814376	4.01473531784656e-06	2.57148549150298e-05	6.6577154397387e-05	4.44775765308452e-06	0.000111781561088879	1.1651480871779e-05	9.3741326205908e-06	0.372948987358871	9.35482213966124e-06	1.23718553667718e-05	1.10121648395523e-05	7.67189877849546e-06	2.25760881202551e-05
AMP22_0118	Western_Blacknose_Dace	1.10168915520469e-05	0.614652925683185	3.94025368427365e-06	2.92032690808991e-05	7.43080029770118e-06	0.000304930393624409	6.52637892669916e-05	2.25021246220219e-05	2.38299674550106e-05	0.384784106977284	2.11639678263602e-05	2.15779857360232e-05	2.45686151699843e-05	6.74143132446856e-06	2.07976844434459e-05
AMP22_0122	Creek_Chub	7.32513570059746e-06	2.89384425327041e-05	2.84082945424314e-06	2.21899971494938e-05	6.32160807377961e-06	2.617863543973e-06	0.999851489802202	4.70956617207697e-06	5.21785366034818e-06	2.44235767701856e-05	5.80546917393388e-06	4.11123557451535e-06	1.05713537188964e-05	5.34442061132009e-06	1.80934751650922e-05
AMP22_0123	Creek_Chub	9.19217093370574e-06	0.00324886866324008	4.20516918895057e-06	6.58819385224997e-05	4.93511829706768e-06	9.61697742670586e-05	0.993943001627922	9.89258160210835e-05	0.000100822953036771	0.00209289695873048	0.0001199447066939	9.93992669941406e-05	8.92338414741971e-05	6.05220608641678e-06	2.04699152099935e-05
AMP22_0125	Creek_Chub	1.09031478232778e-05	8.44728166524397e-05	3.31033983714447e-06	3.76646102954879e-05	5.99909991973248e-06	2.43593072413757e-06	0.999740994026264	5.33219041757082e-06	6.29439254752428e-06	5.78399314100433e-05	7.55138560467854e-06	6.12946482356744e-06	9.11551840506428e-06	5.40519257232225e-06	1.65523872011584e-05
AMP22_0126	Creek_Chub	9.14350854823736e-06	3.83896893340659e-05	3.48116632280266e-06	2.61788541675865e-05	2.17435899528765e-05	2.66370713500834e-06	0.999795322904984	7.69475632283698e-06	7.17946466460405e-06	3.82837438538351e-05	6.08205241015336e-06	8.1737792894913e-06	1.01913640149741e-05	6.47024969850372e-06	1.90016703649444e-05
AMP22_0127	Creek_Chub	9.92199632197296e-06	3.16371635802583e-05	3.42026570913485e-06	2.65325863987797e-05	6.10449405043126e-06	3.79534655129278e-06	0.999812261581421	7.51313745756932e-06	7.4766547920887e-06	3.06102904075215e-05	5.69458748820006e-06	7.37398993146513e-06	2.59323249908873e-05	6.05632150198148e-06	1.56694864056366e-05
AMP22_0128	Creek_Chub	8.00697770425012e-06	0.000314358692617197	3.28997998851006e-06	5.69040660687391e-05	6.04077980561623e-06	3.0292119861148e-06	0.999299951434135	9.90037453684363e-06	1.18126714891302e-05	0.000230376241699809	1.22162369465782e-05	9.90377498910252e-06	8.65136866034656e-06	5.5050360056324e-06	2.00535585958693e-05
AMP22_0129	Creek_Chub	1.35738096689455e-05	3.04772798489747e-05	3.64032401986715e-06	7.45207611560499e-05	5.05439599326164e-06	1.76326692254017e-05	0.999720409701268	1.54659482778976e-05	1.34981188915375e-05	3.96903822912259e-05	1.3903155290287e-05	1.34077317427419e-05	1.19823174848321e-05	8.25735781270131e-06	1.84865003722609e-05
AMP22_0130	Creek_Chub	1.0629754132527e-05	3.60259744398009e-05	3.3244814245006e-06	0.0263191776952396	0.000233067934968612	2.61986236481678e-06	0.9732577320834	1.71064229798572e-05	1.66853687679273e-05	4.17204003008775e-05	1.66245528392606e-05	1.54750063332903e-05	8.00992882891689e-06	4.59088494261437e-06	1.72093540335757e-05
AMP22_0131	Creek_Chub	8.5353312179507e-06	4.71058096062258e-05	3.5776578783226e-06	2.65539266830637e-05	7.78621303898694e-05	2.4543024436003e-06	0.999716873993476	1.01581087387132e-05	1.06081012159751e-05	4.15434640409961e-05	1.11462639805763e-05	1.10745095065941e-05	7.77459249707785e-06	5.04570847570596e-06	1.9686394291253e-05
AMP22_0133	Creek_Chub	4.3238137064776e-05	0.260347053834595	1.45607578969758e-05	0.167205619990826	2.66636168035795e-05	1.60263676316131e-05	0.43765355117619	2.69481556278013e-05	3.18144347030926e-05	0.134398204437844	3.77660401333573e-05	3.18926420245701e-05	4.18971077206504e-05	2.34386106038391e-05	0.000101324655455238
AMP22_0136	Creek_Chub	7.40107115779218e-06	4.15644711278233e-05	3.01522492008131e-06	3.47756473460139e-05	5.71091980605602e-06	2.7556109051481e-06	0.999827617794275	5.2843944425542e-06	4.37630514989754e-06	2.9418655683131e-05	4.68141723814846e-06	5.68398272600204e-06	6.03718467812286e-06	5.19635924131597e-06	1.64813966818094e-05
AMP22_0141	Creek_Chub	1.86387814240464e-05	0.000112961970942064	0.565263651271661	6.73700358957876e-05	5.6369121034228e-06	3.91935590790424e-06	0.434326279342175	1.18923822384418e-05	1.73297110571449e-05	8.85332880131864e-05	1.26796813857324e-05	1.44806958553141e-05	8.37335863522499e-06	4.85792332420412e-06	4.33952367452518e-05
AMP22_0142	Creek_Chub	9.27839362572628e-06	2.20328902324095e-05	4.60468851228182e-06	2.69274404554953e-05	5.90371775358012e-06	2.96601676029815e-06	0.999846033940713	5.33732418634693e-06	4.68456325690503e-06	2.51178249842851e-05	4.76339538622462e-06	5.87630364812454e-06	8.47960183741536e-06	5.78713814170124e-06	2.22069666351788e-05
AMP22_0143	Creek_Chub	0.000117629850555853	6.31069889964653e-05	1.73380032612767e-05	0.00077452820592779	4.63620823410991e-06	2.62754420722676e-06	0.9988167202274	2.41927264138e-05	1.99056022760287e-05	6.22157036877567e-05	2.28739454478782e-05	2.03241504338456e-05	2.86646777870021e-05	6.01434112307783e-06	1.9222093828314e-05
AMP22_0144	Creek_Chub	9.76534894862018e-05	0.000166589681338952	3.39452652303737e-06	3.34756392904432e-05	6.13777213066474e-06	3.25739065425434e-06	0.99945083301266	1.33223887105503e-05	1.0640979696308e-05	0.000151488294613326	1.29084287679655e-05	1.53483343700186e-05	1.15134394920297e-05	6.70481597997358e-06	1.67319365911531e-05
AMP22_0145	Creek_Chub	8.31107661125842e-06	1.92829059130623e-05	3.29551650332512e-06	2.46195926680188e-05	5.65050998470741e-06	2.86185880753411e-06	0.999861946781476	5.25620099371127e-06	4.71083669370048e-06	2.65605417791958e-05	5.37686731779222e-06	5.30772547276691e-06	6.21220188585978e-06	5.32217168496345e-06	1.5285844843709e-05
AMP22_0146	Creek_Chub	9.34774399280308e-06	2.47194451033962e-05	3.01806582777383e-06	3.58207969862275e-05	4.96682793635519e-06	2.74357333955269e-06	0.999780442307393	6.73038603805459e-06	6.62667028796397e-06	2.57695303926435e-05	6.70175116486415e-06	9.15285566408877e-06	6.18859477131824e-05	4.56825664331586e-06	1.75062291777212e-05
AMP22_0148	Creek_Chub	8.07834446890606e-06	3.28010114738505e-05	3.49136761237304e-06	3.66493219928694e-05	5.10182641802015e-06	2.87398091847295e-06	0.999840657542149	5.73096685964225e-06	5.88737312930903e-06	2.36858136754593e-05	5.14170219238112e-06	4.41063224595929e-06	7.61526944355896e-06	4.98739362309386e-06	1.28877283228034e-05
AMP22_0149	Common_Shiner	0.00114247722153898	2.46959721295904e-05	4.29945371767932e-06	0.998677787701289	8.40445871413839e-06	2.60510259183165e-06	4.71569406026217e-05	7.74066097330156e-06	7.25772965009349e-06	2.18241848418606e-05	8.20123483880556e-06	9.72740441072749e-06	9.94060483864292e-06	5.65415525291359e-06	2.22273123887782e-05
AMP22_0150	Common_Shiner	1.76429799095087e-05	0.0188598085843782	0.0151877574161626	0.95500583939751	7.01136256229083e-06	3.98721455193889e-06	0.00129126734563705	2.61886929477247e-05	2.55488442902665e-05	0.00937516991692388	3.18279461843843e-05	1.93417038533958e-05	1.54473549299314e-05	5.21908381758291e-05	8.09700088654111e-05
AMP22_0152	Common_Shiner	4.4696277831957e-06	7.46731965321288e-06	0.999920171986024	9.63318051809052e-06	3.55631667076473e-06	1.99849983122352e-06	7.52587000758081e-06	4.57777671864318e-06	4.50579953740857e-06	7.24739746591105e-06	3.90986719388439e-06	5.69864379546216e-06	4.84600073441291e-06	4.65119911830544e-06	9.74157156292002e-06
