Mandeville_ID	Common_Name	1	2	3	4	5	6	7	8
AMP19_0002	Western_Blacknose_Dace	0.376164256210128	0.00015068883889568	1.50256907674946e-05	0.547133894503117	0.0103557055590791	0.000377978629522986	5.48792450372117e-05	0.0657475707884878
AMP19_0003	Western_Blacknose_Dace	0.292708067571123	0.0146643787479649	2.18596032175932e-05	0.545470886220535	1.62150969590981e-05	0.000603849665937775	0.0875458261668682	0.0589689164863278
AMP19_0004	Western_Blacknose_Dace	0.0104395714631117	0.0637842632780472	5.15824882994028e-06	0.0271377786162729	1.94371824389592e-05	5.89655537844722e-05	0.00296779268264557	0.895587032794952
AMP19_0005	Western_Blacknose_Dace	7.54995007491358e-05	0.0137283973776114	4.34690232828419e-06	2.53426857339613e-05	1.87563034038707e-05	1.93765631257273e-05	2.83452317755281e-05	0.986099935034911
AMP19_0007	Western_Blacknose_Dace	0.000127914861541856	0.030485338445132	3.6818557643098e-06	0.969290172417959	7.10285966357696e-06	2.59494343745683e-05	4.84941478873227e-06	5.49907221056775e-05
AMP19_0008	Western_Blacknose_Dace	0.000163980153130068	0.0636040427858631	3.5068670116584e-06	0.91416713209947	0.000745175340357148	0.000105524044142937	2.74199873407518e-05	0.0211832183613442
AMP19_0009	Western_Blacknose_Dace	2.10017604900676e-05	7.33194733212987e-06	3.77992841874955e-06	5.49630492814135e-05	8.96729216746838e-06	3.58814833832893e-05	4.75999805937633e-06	0.999863315184911
AMP22_0004	Creek_Chub	0.127785812007884	1.29895364136034e-05	2.49455258456137e-05	0.871286590119203	1.16280345585382e-05	4.57652669594767e-05	6.59303449229193e-06	0.000825676747838106
AMP22_0005	Western_Blacknose_Dace	0.0295370845906436	6.38289268839291e-06	0.00556693966221064	0.000104316183104204	6.75467757423793e-05	4.14660070722555e-05	0.00410950139682973	0.96056676197052
AMP22_0007	Western_Blacknose_Dace	0.026589350588154	1.05133674098702e-05	5.15286792477751e-06	0.00787346221115	1.00334779004369e-05	1.73707768576474e-05	4.10024173172197e-06	0.965490016659101
AMP22_0011	Western_Blacknose_Dace	0.00018640101034565	1.45070447769097e-05	0.00210651684675637	0.00462412343145747	7.95546208728069e-06	3.37739197499728e-05	7.73261607808301e-06	0.993018989185492
AMP22_0013	Western_Blacknose_Dace	9.38292866248684e-05	3.98517315221254e-05	7.08464250128489e-06	0.0771966066636766	2.28802949233518e-05	0.000178466352908985	1.42258635944685e-05	0.92244705504179
AMP22_0014	Western_Blacknose_Dace	0.000110970475338149	7.54307285295453e-06	3.54223986131844e-06	0.000139667436731343	8.89913386590013e-06	4.33552262308057e-05	5.59292552384392e-06	0.99968042977651
AMP22_0015	Western_Blacknose_Dace	0.000528186820856521	7.31750424886786e-06	4.96769217422141e-05	0.000488473529783998	1.3822597788067e-05	3.02559729499244e-05	6.8177015895878e-06	0.998875449717045
AMP22_0017	Western_Blacknose_Dace	0.126045870551219	0.103639204022785	1.99278818178796e-05	0.00063579658024108	7.23887671145457e-05	0.000414513487025059	0.000463582824749537	0.768708715796471
AMP22_0022	Creek_Chub	0.00865936455664303	1.57524989177675e-05	0.0454016280695796	0.945363290727139	0.000119628081934023	0.000162973281543112	1.00026903277259e-05	0.000267360194359105
AMP22_0023	Creek_Chub	0.0261497463268073	0.0320890960643689	9.31103376287389e-06	0.933282643457254	0.00787653334776405	0.000103788408477384	5.71764345512319e-05	0.000431704908202145
AMP22_0024	Creek_Chub	0.00323067355356561	5.0241512819899e-05	3.15068368446872e-05	0.31519344732662	0.00103223225930382	3.91902929043003e-05	7.96084703663452e-06	0.680414746920268
AMP22_0028	Creek_Chub	6.92757171008416e-05	9.73524957316815e-06	4.00224945332182e-06	0.462706128507853	1.11809157109053e-05	0.537042539596558	1.85719783792229e-05	0.000138565250131241
AMP22_0029	Creek_Chub	0.34193745555977	2.83781083154455e-05	9.49752434998965e-06	0.6325196989278	0.0118454350300599	0.000328327426800037	0.0132564053611519	7.48024517712927e-05
AMP22_0030	Creek_Chub	9.6478211683818e-05	0.00904517950878168	4.63925370686293e-06	0.990170283456643	2.16264911668766e-05	6.74781260733915e-05	1.50730833867914e-05	0.000579242070160018
AMP22_0037	Creek_Chub	0.0486342083010823	0.000638949344044412	2.09638073382208e-05	0.891031369745731	0.053629068557173	5.53759650102807e-05	1.44429623759966e-05	0.00597562135936246
AMP22_0038	Creek_Chub	9.32872048453481e-05	1.28648811909782e-05	4.55437244560768e-06	0.999741414129734	7.98350531486439e-06	5.6165156563712e-05	8.15226953282779e-06	7.55789219557065e-05
AMP22_0044	Creek_Chub	0.0850200218868752	1.00703321948674e-05	4.73673592832666e-06	0.914483863631884	9.61430936518104e-06	3.16073317406035e-05	3.02224508913876e-05	0.000409863833844066
AMP22_0045	Creek_Chub	4.82683928963182e-05	1.6851042000281e-05	1.08902179428422e-05	0.999222609758377	1.4050444737965e-05	3.51441457199203e-05	2.27539449895724e-05	0.000629432908204862
AMP22_0046	Western_Blacknose_Dace	4.15527609360265e-05	0.000179872976136022	7.08725119532874e-06	0.00130301805694702	5.76698812836302e-06	9.29864907726456e-05	1.1640409745035e-05	0.998358075340589
AMP22_0048	Creek_Chub	0.000159356312349209	5.38893877988042e-05	9.54619381087988e-05	0.0014787125034774	0.980610337396463	0.00172825677168197	2.97845847460434e-05	0.0158442013618187
AMP22_0051	Western_Blacknose_Dace	0.00055154752381641	1.28182099413518e-05	7.49473072734144e-06	0.0346251103825229	0.00249051139726467	9.60695452505018e-05	1.79037862959762e-05	0.962198543985685
AMP22_0052	Western_Blacknose_Dace	0.0103985116772296	8.36274746034697e-06	4.15297597833369e-06	4.95899334887575e-05	7.83976759017105e-06	0.000138533123619543	1.67503039584007e-05	0.989376259883245
AMP22_0053	Creek_Chub	0.0436609945353121	1.39567483405938e-05	2.96577744401926e-05	0.890692450443904	0.00195880398247616	3.52110514640226e-05	7.58927554010536e-06	0.0636013367871443
AMP22_0054	Western_Blacknose_Dace	3.32886201615794e-05	1.00162446301248e-05	4.42982782643584e-06	0.00249312242738589	9.10924668242693e-06	4.05412188949423e-05	1.17808855389581e-05	0.997397712051868
AMP22_0058	Creek_Chub	0.00872446440239825	9.29639953839316e-06	4.48423374725801e-06	0.987759450395902	0.0034423377486916	3.67579550192074e-05	5.45808356522757e-06	1.77505886671185e-05
AMP22_0061	Creek_Chub	2.42617744870859e-05	1.72843324440425e-05	7.14256608689693e-06	0.999797674953938	6.84626138414369e-05	4.60582773810196e-05	1.12191534324196e-05	2.78966389753426e-05
AMP22_0062	Western_Blacknose_Dace	0.194301265505453	3.21188497169762e-05	5.4031864421629e-06	0.00168881456612762	6.70970777131009e-05	3.01788529398493e-05	7.42675869376984e-06	0.803867694934209
AMP22_0067	Creek_Chub	0.000123660701895207	1.71580556219083e-05	1.63517350587233e-05	0.976257930715879	1.78989219507274e-05	0.000382996731713704	0.0231328901446735	5.11129609900508e-05
AMP22_0071	Creek_Chub	0.107860871046782	1.14207493903131e-05	0.0004911727475679	0.00189533013509748	1.67327833674882e-05	0.000108714017213846	9.13408463800213e-06	0.889606624325117
AMP22_0072	Creek_Chub	3.75201516330181e-05	0.0388080456269284	8.41243974576681e-06	0.95376527317365	0.00600517812080216	4.42730319645801e-05	4.78244325272868e-05	0.00128347287565931
AMP22_0075	Creek_Chub	0.000133900207329324	9.598983202635e-05	0.00133453933575462	0.995099278052648	1.26355275012332e-05	0.00037305360597194	3.67692533649534e-05	0.00291383440402416
AMP22_0082	Common_Shiner	0.966898726483186	2.42202139732741e-05	1.42425093358023e-05	0.0144938184837851	0.000616620685309527	0.000129051534401979	0.0172931881317248	0.000530132228867737
AMP22_0084	Creek_Chub	0.0474523794495811	9.00498951650092e-06	4.45568235613567e-06	0.95009200501442	1.63413202086372e-05	0.000147798621000046	5.05282407142208e-06	0.00227296231074375
AMP22_0085	Creek_Chub	0.692617089231809	0.000670372510253573	0.0614643087126315	0.165073008702447	0.0080501611103482	0.000183658229110511	0.0718242765776813	0.000117125256369371
AMP22_0086	Hornyhead_Chub	0.546612848073244	3.18741630055345e-05	1.03211915818291e-05	0.000566224377661484	0.0374847781996553	0.0174393393034779	0.000121114909662997	0.397733499079943
AMP22_0088	Creek_Chub	1.83363754042546e-05	7.9304564464657e-06	4.67688922931243e-06	0.999691119651	0.000162173279495469	3.94439013878657e-05	3.47956382755415e-05	4.15240143978347e-05
AMP22_0093	Western_Blacknose_Dace	0.0115596292166059	8.22036193421981e-06	0.000104216183660315	0.785688086609046	0.000506701550551297	0.000272950064758737	8.06600264114753e-06	0.201852129926284
AMP22_0094	Western_Blacknose_Dace	0.000262116300888183	2.9167259093517e-05	1.12562189471209e-05	6.17998878487639e-05	2.57252481070497e-05	5.05918600161492e-05	1.77079045695526e-05	0.999541635930538
AMP22_0095	Western_Blacknose_Dace	0.0107534504880741	0.0563601119654874	0.197657362287243	0.000810572709634546	7.40862439565299e-05	0.000660043712514761	4.85763136408004e-05	0.733635796527068
AMP22_0096	Western_Blacknose_Dace	0.00567307475664763	0.0032401342101463	4.06052665024198e-06	0.000260336157295876	7.8660198710062e-06	2.17577733327871e-05	4.53042812702217e-06	0.990788240432739
AMP22_0099	Western_Blacknose_Dace	3.30074240409096e-05	0.00427436820150685	7.92713820480224e-06	0.00017755117853096	1.54112207540173e-05	0.00020880959069705	1.6584091309433e-05	0.995266340633233
AMP22_0101	Western_Blacknose_Dace	3.02218894452808e-05	1.04621378498906e-05	1.14850469609461e-05	0.0235258175764229	1.53892930795991e-05	3.2055219591322e-05	6.55238273444075e-06	0.976368016461531
AMP22_0102	Western_Blacknose_Dace	0.0546942773964256	1.18499597252164e-05	2.061975005528e-05	0.000776994812728092	1.08953091313967e-05	2.6786518824105e-05	7.1958490430527e-06	0.944451380928357
AMP22_0105	Western_Blacknose_Dace	8.83543565069006e-05	8.11600781452484e-06	1.44587360148962e-05	0.000316872157660239	9.3103877349044e-06	2.17264274820897e-05	2.43044929662632e-05	0.999516858140628
AMP22_0106	Western_Blacknose_Dace	0.0970279924037556	8.87659980572268e-06	0.0136100450667242	0.000162900558893764	1.20137777344893e-05	0.000110962117573119	2.50992863113781e-05	0.889042110582193
AMP22_0107	Western_Blacknose_Dace	0.0516751972809434	0.00606128377622614	0.132243229145805	0.00108238502793316	1.03733050012326e-05	3.40372902923524e-05	3.46175916795824e-05	0.808858876824379
AMP22_0108	Western_Blacknose_Dace	4.47162458215454e-05	0.0148722549445617	0.0637658213985463	0.000263535790514929	1.19321409439574e-05	7.88933885548234e-05	0.00590293400424222	0.915059912304083
AMP22_0110	Western_Blacknose_Dace	2.34258510052642e-05	5.799478388936e-06	0.00421778165995299	0.55588085625569	6.76329278947776e-06	3.07858172976805e-05	6.15907988310893e-06	0.439828428685665
AMP22_0114	Western_Blacknose_Dace	3.73398350757369e-05	2.71143375922261e-05	4.74831531786375e-06	0.00179688403967733	2.52069813789216e-05	9.94885992685513e-05	0.00300604326387353	0.995003174940745
AMP22_0116	Western_Blacknose_Dace	0.000247163650451031	9.85903729079978e-06	0.00438828586024465	0.000137873785827479	9.28283413630517e-06	3.68313239959928e-05	1.0162971926738e-05	0.995160540660222
