Mandeville_ID	Common_Name	1	2	3	4	5	6	7	8	9	10	11	12	13
AMP19_0002	Western_Blacknose_Dace	2.50172115118911e-05	0.000115916086998814	0.302295921951532	4.88210203732905e-05	0.000479738209098666	8.4775264817741e-05	0.000143895286478749	0.0870086750783958	0.515485629792015	0.0293410306099104	0.0533938499690533	1.48182854105429e-05	0.0115619112603793
AMP19_0003	Western_Blacknose_Dace	0.0888297107846787	0.0157905975925581	0.280010205700994	5.00610414780894e-05	0.000462675586503635	0.00100304062313782	0.000118517859042004	0.0753319945403685	0.523345487033327	0.0149527207493002	5.85989573927533e-05	1.62309409207511e-05	3.01585851253529e-05
AMP19_0004	Western_Blacknose_Dace	0.00299720332128968	0.0631681883968413	0.00463352679616106	1.63036578999728e-05	0.000534146184129121	0.000109253276336051	3.29846806030563e-05	0.920405928353469	0.00467859644648713	0.000392069268263095	0.00301723973880312	6.09013915752969e-06	8.46991223324605e-06
AMP19_0005	Western_Blacknose_Dace	9.29450157983314e-06	0.0164266153095911	8.27589583192675e-05	0.937263885527849	0.000374364724421235	1.49342729851994e-05	2.21146148483469e-05	0.00119089473912472	0.0445615189447223	8.74119669729436e-06	1.65609435361237e-05	3.53226634816726e-06	2.47841060267138e-05
AMP19_0007	Western_Blacknose_Dace	4.26509605803188e-06	0.0298103445637971	3.53036641830548e-05	8.43313253855127e-06	0.370071657729646	9.88166190359772e-06	2.01903482933388e-05	4.21233855492319e-05	0.59991536976397	5.01579700145772e-05	2.2532025946849e-05	3.29123052856885e-06	6.44952713416742e-06
AMP19_0008	Western_Blacknose_Dace	9.34490046025611e-06	0.0627097558627526	7.36888626428773e-05	3.71573490316892e-05	0.378641701869667	3.95263563509003e-05	3.33471130628552e-05	0.0218718994211522	0.527688464179635	7.50540685895489e-06	0.00883321599509502	2.74645249488629e-06	5.16463978953589e-05
AMP19_0009	Western_Blacknose_Dace	4.19654638072556e-06	6.42922830008471e-06	2.60413419544411e-05	8.21432569292614e-06	8.45218577834308e-05	7.50918087109313e-06	1.6292622685838e-05	0.999724531422059	8.90747149471055e-05	9.47683146060434e-06	1.20735456463297e-05	4.6589680288729e-06	6.97982460453741e-06
AMP22_0004	Creek_Chub	5.97407696122121e-06	8.475030906268e-06	0.156164289618532	1.13165197428581e-05	0.000413474655772679	2.67395459038535e-05	3.16488571637724e-05	0.00422875500217649	0.838887949685256	4.64908523679645e-05	0.000155990459086526	1.13853501752329e-05	7.51009500628219e-06
AMP22_0005	Western_Blacknose_Dace	0.00413569603145394	8.53873145600088e-06	0.0302900447843131	1.42616175152943e-05	0.000316668016115316	5.00174103041776e-05	4.24731621884178e-05	0.959447552810113	5.53690602139458e-05	1.57489063701042e-05	0.000141221322788164	0.00540755873109447	7.4849244121742e-05
AMP22_0007	Western_Blacknose_Dace	4.56495390836768e-06	1.00241929494668e-05	0.0258286260648941	1.10722482318467e-05	0.00151935981643642	3.03405441754716e-05	3.77196483056337e-05	0.971266512274742	0.00111789301440403	1.35897013502279e-05	0.000149610566061837	2.92995880099909e-06	7.75728775173143e-06
AMP22_0011	Western_Blacknose_Dace	7.45168250544256e-06	8.06330648928845e-06	0.000191409771820256	1.18727664979637e-05	0.000335880153711989	1.20124793426651e-05	3.19420669562518e-05	0.99705594504873	0.000110284895897143	1.29263115682313e-05	7.51576038318309e-05	0.0021405802866769	6.47372418859852e-06
AMP22_0013	Western_Blacknose_Dace	1.00762996239773e-05	2.60278798527846e-05	8.3479607537556e-05	2.84098215327605e-05	0.0356713794758718	2.18715673846608e-05	0.000155304984879359	0.961507431586583	0.00239277026103641	1.65935073677889e-05	6.31533593061211e-05	8.41089835827969e-06	1.5090881608536e-05
AMP22_0014	Western_Blacknose_Dace	3.83822416102252e-06	6.30209471055325e-06	8.27149410448721e-05	1.04328135011093e-05	6.48663830331082e-05	7.21391787981022e-06	2.00191089521839e-05	0.999625563681126	0.000149407806725905	9.0797735764537e-06	9.50062725543582e-06	3.45257279018833e-06	7.60863172884564e-06
AMP22_0015	Western_Blacknose_Dace	5.36806446450803e-06	7.87148260740187e-06	0.000184984732569367	2.71270060204141e-05	0.000452647727811741	2.96818786285506e-05	2.19855927143546e-05	0.998928112179041	0.000123789651709435	7.66210336555818e-05	8.5846642451345e-05	4.84674220111688e-05	7.49710717686923e-06
AMP22_0017	Western_Blacknose_Dace	0.000332471591853031	0.104553551622977	0.115818556362453	2.78748860554817e-05	0.000511430671821098	0.000327654350869784	0.00111047878245431	0.762065894911687	0.00897024336188222	0.0016525051681638	0.00455512499345303	8.32427607207568e-06	6.58889691448687e-05
AMP22_0022	Creek_Chub	5.49611498706556e-06	8.19678372040784e-06	0.0107258093812969	1.46739408218287e-05	0.922410292565823	4.4357649081518e-05	0.000103191046063322	8.47903296043611e-05	0.0211887335506785	2.05917219490446e-05	0.000339039209140452	0.0450325454001625	2.2282395369301e-05
AMP22_0023	Creek_Chub	2.5660833238535e-05	0.0318540763904651	0.0336268008969103	2.51572870776821e-05	0.901443942238887	0.000114364232375015	5.65169538672249e-05	0.00789460202411752	0.0170480538140987	2.31272855270434e-05	0.000152860005264685	6.48706278035165e-06	0.00772835104375069
AMP22_0024	Creek_Chub	6.75206175085437e-06	2.31770438408931e-05	0.0025433199262245	0.00973225528884602	0.253531573372583	0.000114539193468099	2.96793773909639e-05	0.732019649475813	0.00119695660634302	1.36510738404599e-05	0.000182861194007405	2.22998987847399e-05	0.000583285454333996
AMP22_0028	Creek_Chub	1.38565221824789e-05	7.50024917707717e-06	0.000143846148036929	1.38831475045357e-05	0.461328424314658	1.51476798214159e-05	0.538059280360738	0.000212572088696594	0.000148439816939019	2.12736806392465e-05	2.35155714527334e-05	4.31212595773039e-06	7.94862600100588e-06
AMP22_0029	Creek_Chub	0.0126150419913853	2.42065943748877e-05	0.376069058728715	1.99011983995989e-05	0.600297091066837	4.18033720832202e-05	0.000151329993860577	9.86324921024601e-05	0.000276690696717447	5.86465870540194e-05	0.00028716447934833	1.0791249502723e-05	0.0100496415399636
AMP22_0030	Creek_Chub	7.35505052944014e-06	0.00855891484371387	0.000115513677325844	1.07016329663283e-05	0.939153774221738	1.21622702291641e-05	1.92058908632135e-05	0.000321241728969774	0.051746176790058	8.29682560246216e-06	2.88388981706641e-05	2.86710851591087e-06	1.49511344438714e-05
AMP22_0037	Creek_Chub	8.77799269978152e-06	0.000218361317221998	0.0372705369020085	4.09446783354062e-05	0.898593100408713	0.000487287055634644	0.000153728335370018	0.00313282589720455	0.00327053886564981	5.56886769441604e-05	0.00354855825674118	2.13197722071868e-05	0.0531983314389363
AMP22_0038	Creek_Chub	8.87378919171152e-06	1.38479661685426e-05	6.94202552220014e-05	1.75152586810349e-05	0.979337219129006	9.44437527713478e-06	2.99706209726892e-05	0.00032341029482012	0.0201339025371033	1.40955352405523e-05	2.52992079618684e-05	6.24984306300795e-06	1.07512042820269e-05
AMP22_0044	Creek_Chub	7.21684477547851e-06	6.3922208556446e-06	0.103838695058599	1.31328053743693e-05	0.826923870603243	1.29562882225558e-05	6.59821429245824e-05	0.000152352372226898	0.0682414074821139	1.33476599641794e-05	0.000713734038660206	3.84266311405732e-06	7.07002371582117e-06
AMP22_0045	Creek_Chub	9.44781788000169e-06	1.75510556413734e-05	3.74216048036324e-05	1.61517368480459e-05	0.94996452926596	2.50183104154346e-05	3.28031353573895e-05	0.000578285594027946	0.0492364645703456	2.32032622751202e-05	3.8502790168972e-05	1.02868622123442e-05	1.03338744724791e-05
AMP22_0046	Western_Blacknose_Dace	7.73117692679585e-06	0.000138418654331592	3.59425288618311e-05	2.21650645020501e-05	0.000125264390103869	2.08848126561396e-05	0.000243928712806092	0.999241367638111	0.000118239409603603	1.23157233458862e-05	2.16646920006207e-05	5.20422745476243e-06	6.8735147928918e-06
AMP22_0048	Creek_Chub	2.77778770366939e-05	0.000118793416957685	0.000236189676059111	0.000147278096065018	0.000536622360799921	0.000185821323935071	0.000990488964530133	0.0175760318232035	0.000507573679971532	8.3663253558107e-05	0.00023127350106497	3.16517669524523e-05	0.979326834162076
AMP22_0051	Western_Blacknose_Dace	6.89450219940457e-06	1.4505754396019e-05	0.000381715523563474	2.96935095536564e-05	0.000933017314550341	2.90589141204769e-05	0.000102912139372174	0.99541244589289	0.000415835642755774	3.86244565903125e-05	9.47307279223683e-05	5.00246940370525e-06	0.00253556323380538
AMP22_0052	Western_Blacknose_Dace	6.76098150035345e-06	4.98613390716103e-06	0.000156700864917914	1.03904364850183e-05	8.70573484744747e-05	1.13095778653779e-05	9.7002749372263e-05	0.994329430262248	0.000100439842595486	0.00517194730816118	1.44444659760407e-05	3.15467044728887e-06	6.37563497828754e-06
