Common_Name	1	2	3	4	5	6
Central_Stoneroller	0.719445243434421	0.00123048656221177	0.237738695548585	6.89940880731689e-06	0.0415418251102063	3.68501499255653e-05
Common_Shiner	0.0104096840872167	0.00755675438936589	0.17584430928614	0.0365865824967272	0.0252265990897053	0.744376070956127
Creek_Chub	0.00595852023094958	0.0213497070469349	0.843821115026431	0.00490280368313888	0.0282157033684874	0.0957521509923305
Hornyhead_Chub	9.39378324093473e-05	0.716923246217233	0.140946472428051	0.0273163502337433	0.00833675193460626	0.106383241504718
Longnose_Dace	0.0100356879419177	0.000348350499097579	0.82303271323733	0.000269771466911143	0.0143104577517989	0.152003019406688
River_Chub	4.98540204510253e-05	0.0179964855908582	0.182849625781801	0.000574032097647286	0.771088651856863	0.0274413508727852
Rosyface_Shiner	0.00119740681843607	0.00035876997404367	0.0335574951615633	0.96322756401464	1.04321759996815e-05	0.00164833228499876
Striped_Shiner	1.453642973257e-05	0.0097686996963491	0.174559475182763	0.000553251763522326	0.00745323539876294	0.807650802042197
Western_Blacknose_Dace	0.00342899566685145	0.0113117698640603	0.902744150651477	0.00736620528648875	0.0121096273961402	0.0630392514323032
