Common_Name	1	2	3	4	5	6	7	8	9	10
Central_Stoneroller	7.20790305991968e-06	2.38966115289087e-05	2.96612883433303e-05	0.0414380800396216	0.000682377529140186	0.138184894747851	1.11460429146647e-05	0.00116339603660873	0.718515150617171	0.0999441893996235
Common_Shiner	0.0346101803535567	0.0142303521340327	0.709987178634727	0.02515705619581	0.0708948991510504	0.0487037858029173	0.0276114317420935	0.00751048292698543	0.0103240123355031	0.0509706207687985
Creek_Chub	0.00365252688573686	0.00800382718046353	0.0817688828838285	0.0277338684866744	0.341928344365319	0.430162013552872	0.00846427520581758	0.0214200257854961	0.00594021010787559	0.0709260256542327
Hornyhead_Chub	0.0273282405705606	0.000435690563691972	0.0718292552514688	0.00855109536652031	0.0284294012762478	0.0407851079704569	0.030403590769936	0.716835750896202	9.66630675004734e-05	0.0753052043144545
Longnose_Dace	0.0001711314909715	0.000753304172205726	0.159642545092572	0.0151857234570513	0.000247249673678128	0.118922857554148	5.60884092439196e-05	0.000322875853014354	0.0103536746897543	0.694344549803167
River_Chub	0.000592500528770738	0.000129238270786824	0.0183556255673249	0.772519428169369	0.0220972436650274	0.0578917218560637	0.0081299433919498	0.017931534230639	4.32687396178658e-05	0.102309495766665
Rosyface_Shiner	0.963422516230275	0.000567705778816494	0.000935716645419794	1.02023804617203e-05	0.000437198067555282	0.0192671391349312	2.14877297430549e-05	0.000463666788169706	0.00122267297203194	0.0136516945300796
Striped_Shiner	0.000290270275848699	7.62175897084662e-05	0.305539492122208	0.00710749266005132	0.0144273344987671	0.0949356122917759	0.471914071818555	0.0120674020566844	1.16293541572252e-05	0.0936304774982915
Western_Blacknose_Dace	0.00587579318716937	0.0111454338534363	0.0650457136943769	0.0124949230335617	0.0404749329265607	0.0769601604473296	0.00389043335703131	0.0116379125914061	0.00355215117202333	0.768922545818709
