Mandeville_ID	Common_Name	1	2	3	4	5	6	7	8	9	10	11	12
AMP19_0002	Western_Blacknose_Dace	0.355107222869992	3.72277544064979e-05	0.0126619511059641	4.07078260601646e-05	0.029891158969452	0.00010492806201526	7.5806542263255e-05	2.21834920282955e-05	0.516524257034063	0.0854348150789738	2.81588407689633e-05	7.15827912411283e-05
AMP19_0003	Western_Blacknose_Dace	0.284143712754051	1.17160709137584e-05	9.82474111006836e-06	6.50421061689402e-05	0.0153970587427805	0.0153100785403512	0.000233267612632166	0.0875149933497111	0.524166824926933	0.0730637137104447	3.32374859607211e-05	5.05302508418219e-05
AMP19_0004	Western_Blacknose_Dace	0.00731993441716198	7.06001858650629e-06	9.27817303102585e-06	1.65458079482245e-05	0.000453574507984179	0.0639057570695877	0.000105488133391944	0.00303194944779049	0.00352219198110945	0.921543061653773	2.7933059171428e-05	5.72251544020229e-05
AMP19_0005	Western_Blacknose_Dace	3.27940914582992e-05	4.46816714766101e-06	3.8191539620689e-05	0.935849669218063	8.50642016182656e-06	0.0162865121075884	2.48835509892172e-05	1.35850945007356e-05	0.0470766718965024	0.000637046991704952	1.40113835282858e-05	1.36590943556105e-05
AMP19_0007	Western_Blacknose_Dace	2.31718812255851e-05	3.35181240019193e-06	8.59756657514921e-06	1.07892953460741e-05	0.000106811386128827	0.0303724489094069	1.94745666073483e-05	3.95273557251595e-06	0.969396344105403	3.01775903464651e-05	1.20319919324059e-05	1.2847606545613e-05
AMP19_0008	Western_Blacknose_Dace	0.000104374885490938	3.21425154061349e-06	2.77780606174304e-05	1.91497084639959e-05	1.01437198431909e-05	0.0622050862647593	2.60197677905974e-05	9.35428513042064e-06	0.910354365547498	0.0210934812849543	0.00613906709318204	7.96492126893766e-06
AMP19_0009	Western_Blacknose_Dace	2.07064119501532e-05	3.76190955127943e-06	6.48625354148256e-06	1.00358684384718e-05	1.07263006641788e-05	6.16189619668666e-06	1.44457060171439e-05	3.49014276589561e-06	3.19708766498961e-05	0.99988285835584	4.62864898051237e-06	4.72841137437071e-06
AMP22_0004	Creek_Chub	0.155267542719841	9.613154911267e-06	5.59860572155141e-06	9.08863191443544e-06	1.89950267054366e-05	9.70320418222694e-06	3.27770854248128e-05	4.81799748071203e-06	0.840117364962896	0.00448506043037212	2.62932850710803e-05	1.31457401750702e-05
AMP22_0005	Western_Blacknose_Dace	0.0307414324750813	0.00549123915859188	9.65574846579888e-05	1.39946225135221e-05	3.07538522544614e-05	6.71657075316382e-06	8.94785315114536e-05	0.0039932344094268	0.000106930821822232	0.95937036472559	3.50404176857314e-05	2.4257059410937e-05
AMP22_0007	Western_Blacknose_Dace	0.0261154469593118	2.80653657520433e-06	4.35904793132997e-06	1.11711332889365e-05	1.02675771599681e-05	1.02780399614215e-05	4.43499353501191e-05	4.71205144657182e-06	0.00198018792563171	0.97177101200819	3.4760819608617e-05	1.06482607616566e-05
AMP22_0011	Western_Blacknose_Dace	0.000223956550240134	0.00210281984261625	8.43801438091066e-06	1.25594784995751e-05	1.42550560902205e-05	1.12049248702929e-05	4.16049377959709e-05	7.92404565944447e-06	0.000250231474862066	0.997307403683662	8.51621232122503e-06	1.1086063427701e-05
AMP22_0013	Western_Blacknose_Dace	5.4146967460237e-05	6.41702824584668e-06	1.0635716943233e-05	8.40639947275516e-05	1.31864158569123e-05	9.60870956572404e-06	0.000326090930692987	1.38521732682967e-05	0.0170022882702589	0.982424572348595	3.3461064433394e-05	2.16766244680368e-05
AMP22_0014	Western_Blacknose_Dace	3.65873609988966e-05	3.13646508468582e-06	7.17682963338752e-06	1.39333196949974e-05	8.57402913772986e-06	7.17717844613898e-06	2.93017163745356e-05	3.91720087185509e-06	2.31535326604674e-05	0.999853270053863	6.3673728294004e-06	7.40548131226348e-06
AMP22_0015	Western_Blacknose_Dace	0.000216363913127522	6.63569520676434e-05	7.47066785766428e-06	2.30134212192172e-05	5.80373718691565e-05	6.87271072505338e-06	2.11575356396631e-05	8.13818120522579e-06	0.000166743609989332	0.999385597864787	2.25017854776039e-05	1.77459352378665e-05
AMP22_0017	Western_Blacknose_Dace	0.120771614087125	9.87398615889718e-06	1.21192761118244e-05	2.95308530540829e-05	0.00146822260001392	0.103855950872103	0.000947428553390912	0.000163244967566791	0.00371861980295254	0.76837729605039	0.000458252957663093	0.000187845729108416
AMP22_0022	Creek_Chub	0.0121139114472631	0.0449577287783225	4.18385479726421e-05	2.25021062419442e-05	2.41251344779798e-05	1.39321582540324e-05	9.35716484394099e-05	8.21132683526214e-06	0.942038938740889	0.000553146262217781	9.02269679521433e-05	4.18669969568938e-05
AMP22_0023	Creek_Chub	0.0324138140487485	5.74371387761273e-06	0.00766257578704972	2.88311031254449e-05	2.05565471162053e-05	0.0325973646125446	5.83356622264207e-05	2.0215110506071e-05	0.922780745983124	0.00428123426353834	0.000107551770936722	2.30316287846105e-05
AMP22_0024	Creek_Chub	0.0038802024137621	2.91455157283873e-05	0.000981383047024291	0.00982125076760228	8.72218158299876e-06	1.78544027873208e-05	3.16167798576126e-05	5.22542799118836e-06	0.24137278406322	0.743680933217208	8.77234584877571e-05	8.31585416860128e-05
AMP22_0028	Creek_Chub	0.000110500313219456	3.86787060391115e-06	8.76992634446212e-06	2.03647619124015e-05	1.43770251936837e-05	8.82190441978902e-06	0.545114845097065	1.85126528885028e-05	0.454393124798934	0.000271524718386195	1.98778753278636e-05	1.54134104721132e-05
AMP22_0029	Creek_Chub	0.380398415257533	4.89220984489031e-06	0.0122624242089223	2.24241218980457e-05	5.3830114409745e-05	1.5137632660597e-05	5.12749906054668e-05	0.0124737683332836	0.594511593888203	0.000172727320020201	2.19112000665942e-05	1.16014540886836e-05
AMP22_0030	Creek_Chub	0.000217080387127897	3.61330161763771e-06	7.0152796208364e-06	1.82768689365942e-05	7.6355896467884e-06	0.00901195713831112	0.000134473504761445	1.62621089911319e-05	0.988921610613664	0.00164043798115215	1.22891467319019e-05	9.34818184938424e-06
AMP22_0037	Creek_Chub	0.0525108890424793	1.0737672700577e-05	0.0531654142911235	0.000143459074206868	3.75444341101177e-05	0.000587917699396653	1.38919309014881e-05	9.52853323937894e-06	0.885513149142265	0.00719613912972921	0.000472428578029009	0.000338900841468725
AMP22_0038	Creek_Chub	0.000111010969017651	3.8363250236486e-06	1.18268937915644e-05	1.03832682641993e-05	3.16089300918443e-05	8.19387855831049e-06	1.60702137091244e-05	5.82414358426315e-06	0.999593951245149	0.000176292615436593	1.78403881754665e-05	1.31618342593934e-05
AMP22_0044	Creek_Chub	0.105127632651478	5.05688313361573e-06	6.03470470775826e-06	1.34979590072778e-05	1.32212032510059e-05	4.90875449223973e-06	3.5729059625357e-05	1.81297306348765e-05	0.894553255498409	0.000169944136115	3.30122229668022e-05	1.95772393764868e-05
AMP22_0045	Creek_Chub	0.000325717378780459	5.12836600742423e-06	4.76291586149974e-06	2.15787406989765e-05	1.34394127857628e-05	1.62604351610209e-05	4.49660237275789e-05	5.72173842028125e-06	0.998424596210321	0.00110281499478455	1.52649940747547e-05	1.97493148475592e-05
AMP22_0046	Western_Blacknose_Dace	3.30324711625308e-05	4.63423245396732e-06	7.06474615665257e-06	2.19035545247521e-05	5.82424102753528e-06	0.000116395912808853	0.000360034859623866	6.13053547537743e-06	0.000872090596870095	0.998525598744551	2.91816655382281e-05	1.81091063228733e-05
AMP22_0048	Creek_Chub	0.000191270912905744	1.1500435903083e-05	0.979693301339944	5.80109003900576e-05	1.73363889191266e-05	4.70815002575843e-05	8.49190945720423e-05	1.79105314875759e-05	0.000386261248942463	0.0191892092626251	1.97874009739924e-05	0.000283410492639783
AMP22_0051	Western_Blacknose_Dace	9.89458779677327e-05	5.47733557780696e-06	0.00251261112336501	1.16950114601875e-05	4.55471107989563e-05	1.21010979717833e-05	4.47025028810453e-05	8.72187077668537e-06	0.00047301472746964	0.99664329512914	7.49988994089921e-05	6.88897964127075e-05
AMP22_0052	Western_Blacknose_Dace	0.000120858805832465	2.26124585340624e-06	6.67321584051117e-06	1.11378564006767e-05	0.00523300975984118	7.55962277551295e-06	0.000112946772108642	4.0484774219946e-06	7.40442449415329e-05	0.994410944799582	8.70775601150858e-06	7.80710601778239e-06
AMP22_0053	Creek_Chub	0.0502073817669104	1.76128001930352e-05	0.00171223277980049	1.33768287370978e-05	2.49753447923859e-05	1.37785945682612e-05	2.06456659294643e-05	4.91094507751918e-06	0.867315986096859	0.0805076453176637	7.12442928847459e-05	9.02096583304999e-05
AMP22_0054	Western_Blacknose_Dace	2.14075078637623e-05	3.42496701780913e-06	7.11996401223181e-06	1.21395059387805e-05	1.25218218274038e-05	5.51116094534364e-06	2.42080461955281e-05	3.76267476525537e-06	4.93695844572055e-05	0.999852134525776	3.49807017929437e-06	4.90295684731221e-06
AMP22_0058	Creek_Chub	0.0111260371284249	2.7673066727692e-06	0.00323857558666108	6.07663809311096e-06	1.09527224249699e-05	7.15533206388422e-06	2.28872389744054e-05	4.63353396733581e-06	0.985516087591648	4.6383642096452e-05	8.6754505229704e-06	9.76769371061622e-06
AMP22_0061	Creek_Chub	2.53417674462376e-05	3.93873349552057e-06	4.20716786043741e-05	7.49925574723426e-06	1.0388484487965e-05	1.14171751440973e-05	7.65138618723742e-05	4.82654922619313e-06	0.999755570888519	3.17319613646554e-05	1.16436841664946e-05	1.90570723134128e-05
AMP22_0062	Western_Blacknose_Dace	0.188718719427784	7.94176775829146e-06	4.76822159911799e-05	8.55155763509755e-06	0.000963473378966261	1.40828801982102e-05	6.66210952793764e-05	9.67344503506227e-06	0.000278216144242861	0.809826332966487	2.56758053125223e-05	3.30291368525143e-05
AMP22_0067	Creek_Chub	2.76118566362953e-05	6.82929067707057e-06	1.90971592219581e-05	4.93226737116601e-05	1.61569712004173e-05	3.33833556257432e-05	7.29688658039451e-05	0.0237459888383746	0.975939277589321	5.39932701542746e-05	2.22507904799107e-05	1.31193501124463e-05
AMP22_0071	Creek_Chub	0.108721808734039	0.000530720040543955	4.14718286345088e-05	4.14717915536661e-05	8.54349247142805e-05	8.91864220184184e-06	0.000106037324744272	5.83517970779619e-06	3.57977356890886e-05	0.890274009724458	5.9104572644374e-05	8.93894922026526e-05
AMP22_0072	Creek_Chub	0.000111537543590099	6.80615807993913e-06	0.00593508831015788	1.72247659634206e-05	1.55183426177308e-05	0.0391648083801071	4.39108515712381e-05	4.56427955553152e-05	0.951384009897709	0.00301466265749597	0.000174885007007269	8.59049326055407e-05
